id,name_english,name_spanish,website,languages_spoken_english,languages_spoken_spanish,customers_served_english,customers_served_spanish,notes_english,notes_spanish,categories_english,categories_spanish,tags_english,tags_spanish
1220,Santa Barbara Metropolitan Transit District,Distrito de Transito Metropolitano de Santa Barbara,https://sbmtd.gov/,English,ingles,,,'-Phone: 805-963-3366 -Where to buy passes:	*UCSB Bookstore<&&> 1 UCEN Rd (SB)	*Goleta Valley Community Center<&&> 5697 Hollister Ave (G)	*MTD Business Office<&&> 550 Olive St (SB)	*MTD Transit Center<&&> 1020 Chapala St (SB)	*Albertson’s Carpinteria<&&> 1018 Casitas Pass Rd (C)	*Eastside Library<&&> 1102 E. Montecito St (SB)-Fare Information:	*$1.75 for one way token	*$6 for a day pass	*$11.50 for a 10 ride pass	*$52 for a 30 day pass,'-Telefono: 805-963-3366 -Donde comprar pases: * UCSB Bookstore<&&> 1 UCEN Rd (SB) * Goleta Valley Community Center<&&> 5697 Hollister Ave (G) * MTD Business Office<&&> 550 Olive St (SB) * MTD Transit Center<&&> 1020 Chapala St (SB) * Albertson's Carpinteria<&&> 1018 Casitas Pass Rd (C) * Eastside Library<&&> 1102 E. Montecito St (SB) -Informacion de tarifas: * $ 1.75 por token de ida * $ 6 por pase de un dia un pase de 10 viajes * $ 52 por un pase de 30 dias,transportation,transporte,transit<&&>transport<&&>english<&&>santa barbara metropolitan transit district<&&>transportation,distrito de transito metropolitano de santa barbara<&&>transito<&&>ingles<&&>transporte
1221,Santa Maria Foursquare Church,Iglesia Cuadrangular de Santa Maria,https://sm4.org/,English<&&> Spanish,Ingles Espanol,,,,,food,comida,hungry<&&>hunger<&&>food<&&>nutrition<&&>dinner<&&>709 n. curryer st.<&&>santa maria foursquare church<&&>93458<&&>santa maria<&&>english<&&>snack<&&>eat<&&>meals<&&>snacks<&&>spanish,ingles<&&>nutricion<&&>comer<&&>cena<&&>espanol<&&>709 n. curryer st.<&&>bocadillos<&&>hambre<&&>93458<&&>santa maria<&&>iglesia cuadrangular de santa maria<&&>comidas<&&>comida<&&>bocadillo
1222,University of California Santa Barbara— Veterans Resource Center ,Universidad de California Santa Barbara— Centro de recursos para veteranos,http://www.sa.ucsb.edu/veterans/VMRC,English,ingles,Veterans,Veteranos,Supports in transition to and through the academic community with navigating and receiving educational benefits<&&> finding housing<&&> or general support. Services and resources to all military-related students<&&>  including active/reserve and National Guard members<&&> as  well as spouses and dependents. ,Apoya en la transicion hacia y a traves de la comunidad academica para navegar y recibir beneficios educativos<&&> encontrar vivienda o apoyo general. Servicios y recursos para todos los estudiantes relacionados con el ejercito<&&> incluidos los miembros activos / de reserva y de la Guardia Nacional<&&> asi como los conyuges y dependientes.,community support<&&>housing,apoyo comunitario<&&>vivienda,community<&&>apartments<&&>shelter<&&>english<&&>university of california santa barbara— veterans resource center<&&>people<&&>support<&&>neigborhood<&&>housing assistance<&&>building 434<&&>education<&&>rent<&&>veterans<&&>homes<&&>general support<&&>93106<&&>community support<&&>santa barbara<&&>housing<&&>ucsb,educacion<&&>alquiler<&&>casas<&&>gente<&&>comunidad<&&>universidad de california santa barbara— centro de recursos para veteranos<&&>apoyo comunitario<&&>vivienda<&&>apoyo general<&&>vecindario<&&>ingles<&&>asistencia de vivienda<&&>apartamentos<&&>edificio 434<&&>93106<&&>refugio<&&>santa barbara<&&>apoyo<&&>ucsb<&&>veteranos
1223,Santa Barbara City College—Veterans Affairs Resource Office ,Santa Barbara City College — Oficina de recursos de asuntos de veteranos,https://sbcc.edu/veteranssupport/,English,ingles,Veterans,Veteranos,Supports veterans with education benefits<&&> GI Bill benefits<&&> choosing majors<&&> resume writing<&&> job searching<&&> networking<&&> planning and organizing educational and career goals/objectives<&&> and assists  with understanding federal and state regulations related  to veteran services.  Serves veterans with honorable discharge. Dependents and survivors will be served where a service connected disability is found. ,Apoya a los veteranos con beneficios educativos<&&> beneficios de GI Bill<&&> eleccion de especialidades<&&> redaccion de curriculum vitae<&&> busqueda de empleo<&&> trabajo en red<&&> planificacion y organizacion de metas / objetivos educativos y profesionales<&&> y ayuda a comprender las regulaciones federales y estatales relacionadas con los servicios para veteranos. Sirve a los veteranos con baja honorable. Se atendera a los dependientes y sobrevivientes cuando se encuentre una discapacidad relacionada con el servicio.,community support<&&>employment,apoyo comunitario<&&>empleo,hire<&&>721 cliff drive<&&>temp<&&>community<&&>business<&&>time<&&>english<&&>gig<&&>jobs<&&>people<&&>support<&&>neigborhood<&&>santa barbara city college—veterans affairs resource office<&&>hiring<&&>veterans services<&&>education<&&>veterans<&&>trade<&&>full<&&>93109<&&>employment<&&>community support<&&>job<&&>santa barbara,educacion<&&>721 cliff drive<&&>contratacion<&&>trabajos<&&>servicios para veteranos<&&>santa barbara city college — oficina de recursos de asuntos de veteranos<&&>gente<&&>concierto<&&>comunidad<&&>apoyo comunitario<&&>vecindario<&&>ingles<&&>temporal<&&>empleo<&&>negocio<&&>completo<&&>comercio<&&>93109<&&>trabajo<&&>santa barbara<&&>apoyo<&&>tiempo<&&>veteranos
1224,Women’s Veterans Hotline,Linea directa para mujeres veteranas,,English,ingles,Veterans,Veteranos,855-829-6636 Provides information about veterans benefits including healthcare services for women.,855-829-6636 Brinda informacion sobre los beneficios para veteranos<&&> incluidos los servicios de atencion medica para mujeres.,community support<&&>medical support<&&>women,apoyo comunitario<&&>apoyo medico<&&>mujeres,veterans<&&>illness<&&>support<&&>neigborhood<&&>people<&&>patient<&&>medical<&&>medical support<&&>care<&&>community<&&>women’s veterans hotline<&&>community support<&&>english<&&>patients,apoyo medico<&&>linea directa para mujeres veteranas<&&>cuidado<&&>comunidad<&&>paciente<&&>apoyo comunitario<&&>medico<&&>pacientes<&&>enfermedad<&&>apoyo<&&>vecindario<&&>ingles<&&>gente<&&>veteranos
1225,Veterans Suicide Prevention Hotline,Linea directa para la prevencion del suicidio de veteranos,,English<&&> Spanish,Ingles Espanol,Veterans,Veteranos,800-273-8255—press 1 for veterans 888-628-9454—Spanish speakers 800-799-4889—hearing impaired 24 hour hotline for veterans in emotional distress<&&> crisis situations<&&> or suicidal,800-273-8255 — presione 1 para veteranos 888-628-9454 — hispanohablantes 800-799-4889 — linea directa de 24 horas para personas con problemas de audicion para veteranos en angustia emocional<&&> situaciones de crisis o suicidas,mental health<&&>community support<&&>medical support,salud mental<&&>apoyo comunitario<&&>apoyo medico,veterans<&&>illness<&&>support<&&>neigborhood<&&>people<&&>patient<&&>veterans suicide prevention hotline<&&>medical support<&&>medical<&&>care<&&>mental<&&>health<&&>community<&&>community support<&&>english<&&>mental health<&&>spanish<&&>patients,linea directa para la prevencion del suicidio de veteranos<&&>apoyo medico<&&>cuidado<&&>comunidad<&&>paciente<&&>espanol<&&>salud<&&>mental<&&>apoyo comunitario<&&>medico<&&>pacientes<&&>salud mental<&&>enfermedad<&&>apoyo<&&>vecindario<&&>ingles<&&>gente<&&>veteranos
1226,Legal Hotline 4 Veterans,Linea directa legal 4 veteranos,,English,ingles,Veterans,Veteranos,Phone: 805-451-0430,Telefono: 805-451-0430,legal services<&&>community support,servicios legales<&&>apoyo comunitario,legal<&&>veterans<&&>people<&&>support<&&>legal services<&&>court<&&>services<&&>community<&&>neigborhood<&&>legal hotline 4 veterans<&&>community support<&&>advice<&&>english<&&>justice,legal<&&>comunidad<&&>linea directa legal 4 veteranos<&&>apoyo comunitario<&&>justicia<&&>corte<&&>apoyo<&&>consejo<&&>servicios<&&>vecindario<&&>ingles<&&>servicios legales<&&>gente<&&>veteranos
1227,Wounded Soldier and Families Hotline,Linea directa para soldados heridos y familias,,English,ingles,Veterans,Veteranos,800-984-8523—general866-966-1020—psychological and traumatic brain injuriesHotline for wounded soldiers and their families as a way to seek help in resolving medical<&&> financial<&&> and personal needs.,800-984-8523 — general 866-966-1020 — Lesiones cerebrales psicologicas y traumaticas Linea directa para soldados heridos y sus familias como una forma de buscar ayuda para resolver necesidades medicas<&&> financieras y personales.,mental health<&&>community support<&&>medical support,salud mental<&&>apoyo comunitario<&&>apoyo medico,veterans<&&>illness<&&>wounded soldier and families hotline<&&>support<&&>neigborhood<&&>patient<&&>medical<&&>medical support<&&>care<&&>mental<&&>health<&&>community<&&>people<&&>community support<&&>english<&&>mental health<&&>patients,apoyo medico<&&>cuidado<&&>comunidad<&&>paciente<&&>salud<&&>mental<&&>linea directa de soldados heridos y familias<&&>apoyo comunitario<&&>medico<&&>pacientes<&&>salud mental<&&>enfermedad<&&>apoyo<&&>vecindario<&&>ingles<&&>gente<&&>veteranos
1228,National Veterans Foundation Hotline,Linea directa de la Fundacion Nacional de Veteranos,,English,ingles,Veterans,Veteranos,Phone: 888-777-4443 Hotline for medical treatment<&&> PTSD counseling<&&> VA benefits assistance<&&> food<&&> shelter<&&> employment<&&> legal aid<&&> suicide intervention<&&> and more.,Telefono: 888-777-4443 Linea directa para tratamiento medico<&&> asesoramiento sobre PTSD<&&> asistencia con los beneficios de VA<&&> comida<&&> refugio<&&> empleo<&&> ayuda legal<&&> intervencion suicida y mas.,medical support<&&>mental health<&&>food<&&>community support<&&>housing<&&>employment<&&>legal services,apoyo medico<&&>salud mental<&&>alimentacion<&&>apoyo comunitario<&&>vivienda<&&>empleo<&&>servicios legales,housing<&&>hunger<&&>hire<&&>temp<&&>nutrition<&&>community<&&>medical<&&>medical support<&&>health<&&>business<&&>apartments<&&>shelter<&&>time<&&>advice<&&>english<&&>gig<&&>hungry<&&>jobs<&&>legal<&&>people<&&>support<&&>neigborhood<&&>court<&&>care<&&>services<&&>hiring<&&>national veterans foundation hotline<&&>rent<&&>snacks<&&>justice<&&>veterans<&&>homes<&&>legal services<&&>snack<&&>meals<&&>trade<&&>illness<&&>food<&&>full<&&>patient<&&>mental<&&>employment<&&>community support<&&>job<&&>mental health<&&>eat<&&>patients,nutricion<&&>cuidado<&&>contratacion<&&>linea directa de la fundacion nacional de veteranos<&&>trabajos<&&>alquiler<&&>casas<&&>servicios<&&>gente<&&>legal<&&>comunidad<&&>concierto<&&>salud<&&>apoyo comunitario<&&>medico<&&>corte<&&>pacientes<&&>vivienda<&&>vecindario<&&>ingles<&&>servicios legales<&&>justicia<&&>temporal<&&>apoyo medico<&&>apartamentos<&&>empleo<&&>negocio<&&>completo<&&>hambre<&&>enfermedad<&&>consejo<&&>comidas<&&>bocadillo<&&>comer<&&>comercio<&&>paciente<&&>refugio<&&>mental<&&>trabajo<&&>salud mental<&&>apoyo<&&>tiempo<&&>comida<&&>bocadillos<&&>veteranos
1229,Veterans Treatment Courts,Tribunales de tratamiento para veteranos,https://www.sbcourts.org/dv/vtc.shtm,English,ingles,Veterans,Veteranos,Serves veterans involved in the criminal justice system that are struggling with addiction<&&> serious mental illness<&&> and co-occurring disorders.,Sirve a los veteranos involucrados en el sistema de justicia penal que luchan contra la adiccion<&&> enfermedades mentales graves y trastornos concurrentes.,legal services<&&>substance use<&&>mental health<&&>community support,servicios legales<&&>uso de sustancias<&&>salud mental<&&>apoyo comunitario,veterans treatment courts<&&>health<&&>community<&&>advice<&&>english<&&>legal<&&>118 e. figueroa street<&&>people<&&>support<&&>neigborhood<&&>court<&&>services<&&>veterans legal assistance<&&>addiction services<&&>93436<&&>justice<&&>93101<&&>veterans<&&>substance use<&&>drugs<&&>legal services<&&>addiction<&&>115 civic center plaza<&&>mental illness<&&>legal assistance<&&>lompoc<&&>santa maria<&&>312-m e. cook street<&&>93454<&&>recovery<&&>illness<&&>mental<&&>community support<&&>santa barbara<&&>mental health<&&>alcohol,recuperacion<&&>115 centro civico plaza<&&>servicios<&&>gente<&&>legal<&&>comunidad<&&>118 e. calle figueroa<&&>salud<&&>apoyo comunitario<&&>corte<&&>asistencia legal<&&>enfermedad mental<&&>servicios para adicciones<&&>vecindario<&&>93436<&&>ingles<&&>servicios legales<&&>justicia<&&>asistencia legal para veteranos<&&>93101<&&>tribunales de tratamiento de veteranos<&&>lompoc<&&>santa maria<&&>enfermedad<&&>312-m e. cook street<&&>consejo<&&>93454<&&>uso de sustancias<&&>mental<&&>adiccion<&&>salud mental<&&>santa barbara<&&>apoyo<&&>alcohol<&&>drogas<&&>veteranos
1230,Band of Brothers—Echo Group,Band of Brothers — Echo Group,https://echovets.org/,English,ingles,Veterans,Veteranos,Recreational sports group for veterans of any service and active duty members. Offers other support.,Grupo de deportes recreativos para veteranos de cualquier servicio y miembros en servicio activo. Ofrece otro apoyo.,community support,soporte comunitario,veterans<&&>people<&&>sports<&&>support<&&>support groups<&&>community<&&>neigborhood<&&>community support<&&>band of brothers—echo group<&&>santa maria<&&>english<&&>93454,comunidad<&&>vecindario<&&>apoyo comunitario<&&>banda de hermanos — grupo de eco<&&>grupos de apoyo<&&>santa maria<&&>deportes<&&>apoyo<&&>93454<&&>ingles<&&>gente<&&>veteranos
1231,California Association of Veteran Service Agencies,Asociacion de Agencias de Servicios para Veteranos de California,https://californiaveterans.org/,English,ingles,Veterans,Veteranos,Crisis Line: 800-273-8255   Provides information about federal<&&> state<&&> and local veteran resources. Access to services for mental health<&&> housing<&&> employment<&&> treatment courts<&&> and incarceration.,Linea de crisis: 800-273-8255 Proporciona informacion sobre recursos para veteranos federales<&&> estatales y locales. Acceso a servicios de salud mental<&&> vivienda<&&> empleo<&&> tribunales de tratamiento y encarcelamiento.,community support<&&>employment<&&>mental health,apoyo comunitario<&&>empleo<&&>salud mental,hire<&&>temp<&&>community<&&>health<&&>business<&&>california association of veteran service agencies<&&>time<&&>english<&&>gig<&&>jobs<&&>people<&&>support<&&>neigborhood<&&>hiring<&&>veterans<&&>trade<&&>illness<&&>full<&&>mental<&&>employment<&&>community support<&&>job<&&>mental health,contratacion<&&>trabajos<&&>gente<&&>concierto<&&>comunidad<&&>salud<&&>apoyo comunitario<&&>vecindario<&&>ingles<&&>temporal<&&>empleo<&&>negocio<&&>completo<&&>enfermedad<&&>tiempo<&&>comercio<&&>mental<&&>trabajo<&&>salud mental<&&>apoyo<&&>asociacion de agencias de servicios para veteranos de california<&&>veteranos
1232,Veterans Service Office,Oficina de Servicio a Veteranos,https://countyofsb.org/ttcpapg/vets/index.aspx,English,ingles,Veterans,Veteranos,Assists veterans and their families in initiating claims and applications for benefits<&&> compensation<&&> appeals<&&> educational programs<&&> VA burial claims<&&> insurance and loans. Will make house calls when necessary.,Ayuda a los veteranos y sus familias a iniciar reclamos y solicitudes de beneficios<&&> compensacion<&&> apelaciones<&&> programas educativos<&&> reclamos de entierro de VA<&&> seguros y prestamos. Hara visitas a domicilio cuando sea necesario.,community support<&&>resource directory,apoyo comunitario<&&>directorio de recursos,catalog<&&>community<&&>resource directory<&&>english<&&>401 e. cypress avenue<&&>resources<&&>directory<&&>people<&&>support<&&>neigborhood<&&>veterans compensation assistance<&&>veterans services<&&>veterans legal assistance<&&>93110<&&>624 foster road<&&>list<&&>93436<&&>veterans<&&>315 camino del remedio<&&>veterans insurance and loans<&&>lompoc<&&>santa maria<&&>93454<&&>va burial claims<&&>veterans service office<&&>resource<&&>community support<&&>santa barbara,reclamos de entierro va<&&>directorio de recursos<&&>lista<&&>servicios para veteranos<&&>recursos<&&>401 e. cypress avenue<&&>gente<&&>comunidad<&&>asistencia de compensacion para veteranos<&&>apoyo comunitario<&&>93110<&&>recurso<&&>624 foster road<&&>vecindario<&&>93436<&&>ingles<&&>catalogo<&&>asistencia legal para veteranos<&&>315 camino del remedio<&&>lompoc<&&>santa maria<&&>93454<&&>oficina de servicio para veteranos<&&>directorio<&&>santa barbara<&&>apoyo<&&>seguro y prestamos para veteranos<&&>veteranos
1233,Central Coast Volunteer Veterans Shuttle,Transporte voluntario para veteranos de la costa central,,English,ingles,Veterans,Veteranos,Phone: 805-354-6000 Offers veterans free door to door shuttle service to VA Outpatient Clinics. Must be referred through a medical provider.,Telefono: 805-354-6000 Ofrece a los veteranos un servicio gratuito de transporte puerta a puerta a las clinicas ambulatorias de VA. Debe ser referido a traves de un proveedor medico.,transportation<&&>medical support,transporte<&&>apoyo medico,veterans<&&>illness<&&>support<&&>transit<&&>patient<&&>medical<&&>medical support<&&>central coast volunteer veterans shuttle<&&>care<&&>transport<&&>english<&&>transportation<&&>patients,cuidado<&&>servicio de traslado de veteranos voluntarios de la costa central<&&>paciente<&&>soporte medico<&&>transporte<&&>medico<&&>transito<&&>pacientes<&&>enfermedad<&&>apoyo<&&>ingles<&&>veteranos
1234,Financial Coaching Initiative,Iniciativa de coaching financiero,,English,ingles,Veterans,Veteranos,Provides one-on-one free financial coaching service for Veterans<&&> assisting in developing skills needed to prosper in the financial market. Can work on building credit<&&> paying off debt<&&> creating a spending plan<&&> and support with other financial plan needs. Must be a veteran<&&> NOT open to active duty members.,Proporciona un servicio de asesoria financiera individual y gratuito para los veteranos<&&> que les ayuda a desarrollar las habilidades necesarias para prosperar en el mercado financiero. Puede trabajar en la creacion de credito<&&> el pago de deudas<&&> la creacion de un plan de gastos y el apoyo con otras necesidades del plan financiero. Debe ser un veterano<&&> NO abierto a miembros en servicio activo.,community support<&&>resource directory,apoyo comunitario<&&>directorio de recursos,catalog<&&>community<&&>resource directory<&&>english<&&>resources<&&>directory<&&>people<&&>1410 s. broadway<&&>support<&&>neigborhood<&&>veterans services<&&>list<&&>veterans<&&>santa maria<&&>93454<&&>financial coaching initiative<&&>veterans financial assistance<&&>resource<&&>community support,lista<&&>directorio de recursos<&&>servicios para veteranos<&&>recursos<&&>gente<&&>comunidad<&&>1410 s. broadway<&&>apoyo comunitario<&&>recurso<&&>vecindario<&&>ingles<&&>catalogo<&&>iniciativa de coaching financiero<&&>santa maria<&&>93454<&&>directorio<&&>asistencia financiera para veteranos<&&>apoyo<&&>veteranos
1235,CalVet Women and Minority Division,Division de Mujeres y Minorias de CalVet,https://www.calvet.ca.gov/calvet-programs/minority-veterans,English,ingles,Veterans<&&> Minority Veterans<&&> Women Veterans,Veteranos<&&> Veteranos de minorias<&&> Veteranas de mujeres,Provides advocacy<&&> information<&&> and support to women and minority veterans throughout the state of California. Call (916) 651-5040 or Email minorityveterans@calvet.ca.gov,Brinda defensa<&&> informacion y apoyo a mujeres y veteranos de minorias en todo el estado de California. Llame al (916) 651-5040 o envie un correo electronico a minorityveterans@calvet.ca.gov,community support<&&>resource directory<&&>women,apoyo comunitario<&&>directorio de recursos<&&>mujeres,catalog<&&>resources<&&>directory<&&>veterans<&&>people<&&>support<&&>neigborhood<&&>community<&&>calvet women and minority division<&&>women veterans<&&>resource directory<&&>resource<&&>community support<&&>english<&&>minority veterans<&&>list,lista<&&>directorio de recursos<&&>comunidad<&&>recursos<&&>veteranos de minorias<&&>directorio<&&>veteranos de mujeres<&&>catalogo<&&>apoyo comunitario<&&>recurso<&&>apoyo<&&>vecindario<&&>division de mujeres y minorias de calvet<&&>gente<&&>ingles<&&>veteranos
1236,Mid Coast Veterans Alliance,Alianza de Veteranos de la Costa Media,http://www.mcva.us/,English,ingles,Veterans,Veteranos,Assist veterans in filing for healthcare claims and service benefits. Provide monetary assistance to veterans in need.,Ayudar a los veteranos a presentar reclamaciones de atencion medica y beneficios de servicios. Brindar asistencia monetaria a los veteranos que la necesiten.,community support<&&>medical support<&&>resource directory,apoyo comunitario<&&>apoyo medico<&&>directorio de recursos,catalog<&&>community<&&>medical<&&>medical support<&&>resource directory<&&>english<&&>veterans claims assistance<&&>resources<&&>po box 5654<&&>directory<&&>people<&&>support<&&>neigborhood<&&>care<&&>veterans legal assistance<&&>list<&&>veterans<&&>mid coast veterans alliance<&&>veterans insurance and loans<&&>santa maria<&&>93456<&&>illness<&&>patient<&&>veterans financial assistance<&&>resource<&&>community support<&&>patients,cuidado<&&>directorio de recursos<&&>lista<&&>recursos<&&>gente<&&>seguros y prestamos para veteranos<&&>po box 5654<&&>comunidad<&&>alianza de veteranos de la costa media<&&>apoyo comunitario<&&>medico<&&>pacientes<&&>recurso<&&>vecindario<&&>ingles<&&>catalogo<&&>asistencia legal para veteranos<&&>apoyo medico<&&>santa maria<&&>enfermedad<&&>93456<&&>paciente<&&>directorio<&&>asistencia financiera para veteranos<&&>asistencia para reclamos de veteranos<&&>apoyo<&&>veteranos
1237,American GI Forum,Foro americano GI,,English,ingles,Veterans,Veteranos,Emergency funds for food assistance<&&> clothing<&&> temporary housing<&&> transportation<&&> and medical prescriptions,Fondos de emergencia para asistencia alimentaria<&&> ropa<&&> vivienda temporal<&&> transporte y recetas medicas,community support<&&>food<&&>clothing<&&>housing<&&>transportation<&&>medical support,apoyo comunitario<&&>comida<&&>ropa<&&>vivienda<&&>transporte<&&>apoyo medico,hunger<&&>american gi forum<&&>nutrition<&&>transit<&&>medical<&&>medical support<&&>pants<&&>community<&&>apartments<&&>shelter<&&>english<&&>720 e. el camino street<&&>shoes<&&>hungry<&&>people<&&>support<&&>neigborhood<&&>clothes<&&>care<&&>shirts<&&>transport<&&>emergency funds for veterans<&&>snacks<&&>rent<&&>veterans<&&>homes<&&>transportation<&&>santa maria<&&>general support<&&>snack<&&>meals<&&>93454<&&>clothing<&&>illness<&&>food<&&>patient<&&>prescription assistance<&&>community support<&&>eat<&&>housing<&&>patients,nutricion<&&>cuidado<&&>720 e. calle el camino<&&>american gi forum<&&>asistencia con recetas<&&>alquiler<&&>ropa<&&>casas<&&>gente<&&>comunidad<&&>camisas<&&>apoyo comunitario<&&>medico<&&>pacientes<&&>vivienda<&&>apoyo general<&&>vecindario<&&>ingles<&&>apoyo medico<&&>apartamentos<&&>transporte<&&>hambre<&&>transito<&&>santa maria<&&>enfermedad<&&>comidas<&&>93454<&&>bocadillo<&&>comer<&&>paciente<&&>refugio<&&>fondos de emergencia para veteranos<&&>pantalones<&&>apoyo<&&>comida<&&>bocadillos<&&>zapatos<&&>veteranos
1238,Veterans Center,Centro de veteranos,,English,ingles,Veterans,Veteranos,Offers individual and group counseling to veterans and individual in active duty and their families. Both loca- tions service veterans and their families in Santa Barbara County.,Ofrece consejeria individual y grupal a veteranos e individuos en servicio activo y sus familias. Ambas ubicaciones prestan servicios a los veteranos y sus familias en el condado de Santa Barbara.,mental health,salud mental,93401<&&>93001<&&>veterans<&&>support<&&>illness<&&>mental<&&>health<&&>group therapy<&&>counseling<&&>san luis obispo<&&>1070 southwood drive<&&>english<&&>mental health<&&>790 e. santa clara street<&&>veterans center<&&>ventura,veteranos<&&>93401<&&>93001<&&>terapia de grupo<&&>salud<&&>mental<&&>san luis obispo<&&>1070 southwood drive<&&>salud mental<&&>enfermedad<&&>apoyo<&&>asesoramiento<&&>790 e. santa clara street<&&>centro de veteranos<&&>ingles<&&>ventura
1239,Supportive Services for the Visually Impaired-Blinded Veterans,Servicios de apoyo para veteranos ciegos con discapacidad visual,,English,ingles,Veterans,Veteranos,Phone: 808-669-7079 Provides support and encourages rehabilitation for blinded veterans. Assists with processing and submission of disability compensation claims and non-service connected disability pension claims. Must be a legally blind veteran 18 years or older and must have an honorable discharge and at least 180 days of active service,Telefono: 808-669-7079 Brinda apoyo y fomenta la rehabilitacion de veteranos ciegos. Ayuda con el procesamiento y presentacion de reclamos de compensacion por discapacidad y reclamos de pension por discapacidad no relacionados con el servicio. Debe ser un veterano legalmente ciego de 18 anos o mas y debe tener un alta honorable y al menos 180 dias de servicio activo.,medical support<&&>community support,apoyo medico<&&>apoyo comunitario,supportive services for the visually impaired-blinded veterans<&&>veterans<&&>illness<&&>support<&&>neigborhood<&&>people<&&>patient<&&>medical<&&>medical support<&&>care<&&>community<&&>community support<&&>english<&&>patients,apoyo medico<&&>cuidado<&&>comunidad<&&>paciente<&&>servicios de apoyo para veteranos ciegos con discapacidad visual<&&>apoyo comunitario<&&>medico<&&>pacientes<&&>enfermedad<&&>apoyo<&&>vecindario<&&>ingles<&&>gente<&&>veteranos
1240,Mental Health Service Matching,Coincidencia de servicios de salud mental,,English,ingles,Veterans,Veteranos,Website database for veterans to search for mental health providers offering free counseling.,Base de datos del sitio web para que los veteranos busquen proveedores de salud mental que ofrezcan asesoramiento gratuito.,mental health,salud mental,veterans<&&>illness<&&>mental health service matching<&&>support<&&>mental<&&>health<&&>english<&&>mental health,salud<&&>mental<&&>emparejamiento de servicios de salud mental<&&>salud mental<&&>enfermedad<&&>apoyo<&&>ingles<&&>veteranos
1241,The Soldiers Project,El proyecto de los soldados,,English,ingles,Veterans,Veteranos,Network of licensed mental health professionals who offer free<&&> confidential and unlimited mental and behavioral health services. No restriction as to discharge status.,Red de profesionales de salud mental con licencia que ofrecen servicios de salud mental y del comportamiento gratuitos<&&> confidenciales e ilimitados. No hay restricciones en cuanto al estado del alta.,mental health,salud mental,veterans<&&>illness<&&>support<&&>mental<&&>health<&&>the soldiers project<&&>english<&&>mental health,el proyecto de los soldados<&&>salud<&&>mental<&&>salud mental<&&>enfermedad<&&>apoyo<&&>ingles<&&>veteranos
1242,VA Community Based Outpatient Clinic,Clinica ambulatoria de VA basada en la comunidad,,English,ingles,Veterans,Veteranos,Provides outpatient medical care<&&> diagnosis<&&> medical management<&&> mental health services<&&> and social work services to eligible veterans.,Brinda atencion medica<&&> diagnostico<&&> manejo medico<&&> servicios de salud mental y servicios de trabajo social para pacientes ambulatorios a los veteranos elegibles.,medical support<&&>mental health,apoyo medico<&&>salud mental,medical<&&>medical support<&&>health<&&>outpatient medical care<&&>english<&&>support<&&>4440 calle real<&&>care<&&>social services<&&>93110<&&>veterans<&&>mental illness<&&>santa maria<&&>93454<&&>illness<&&>patient<&&>mental<&&>va community based outpatient clinic<&&>santa barbara<&&>mental health<&&>patients<&&>1550 e. main street,cuidado<&&>1550 e. calle principal<&&>atencion medica ambulatoria<&&>4440 calle real<&&>salud<&&>medico<&&>enfermedad mental<&&>pacientes<&&>93110<&&>servicios sociales<&&>ingles<&&>apoyo medico<&&>santa maria<&&>enfermedad<&&>93454<&&>paciente<&&>va clinica ambulatoria comunitaria<&&>mental<&&>salud mental<&&>santa barbara<&&>apoyo<&&>veteranos
1243,Medication Assistance Program,Programa de asistencia con medicamentos,,English,ingles,Veterans,Veteranos,Lompoc Phone: 805-350-2633 Santa Maria Phone: 805-614-2040 Provides representation for individuals to access free or low cost medication and/or diabetes care supplies.,Lompoc Telefono: 805-350-2633 Santa Maria Telefono: 805-614-2040 Proporciona representacion para que las personas accedan a medicamentos gratuitos o de bajo costo y / o suministros para el cuidado de la diabetes.,medical support,Atencion medica,veterans<&&>illness<&&>support<&&>patient<&&>medical<&&>medical support<&&>care<&&>english<&&>medication assistance program<&&>patients,apoyo medico<&&>cuidado<&&>programa de asistencia con medicamentos<&&>paciente<&&>medico<&&>pacientes<&&>enfermedad<&&>apoyo<&&>ingles<&&>veteranos
1244,Military One Source,Military One Source,,English<&&> Spanish,Ingles Espanol,Veterans,Veteranos,Military One Source 800-342-9647 877-888-0727—Spanish speakers Offers face to face<&&> phone<&&> or online short term non-medical general counseling to veterans.,Military One Source 800-342-9647 877-888-0727 — Hispanohablantes Ofrece asesoramiento general no medico a corto plazo en persona<&&> por telefono o en linea para los veteranos.,mental health,salud mental,veterans<&&>military one source<&&>support<&&>illness<&&>mental<&&>health<&&>english<&&>mental health<&&>spanish,una fuente<&&>espanol<&&>salud<&&>mental<&&>militar<&&>salud mental<&&>enfermedad<&&>apoyo<&&>ingles<&&>veteranos
1245,VA Mental Health Point of Contact,Punto de contacto de salud mental de VA,,English,ingles,,,Phone: 589-225-6100 x5464<&&> Sincerae Cameron,Telefono: 589-225-6100 x5464<&&> honestidad CAMERON,mental health,salud mental,illness<&&>support<&&>mental<&&>health<&&>english<&&>mental health<&&>va mental health point of contact,salud<&&>mental<&&>va punto de contacto de salud mental<&&>salud mental<&&>enfermedad<&&>apoyo<&&>ingles
